P3, tp=0, ts=0
P1, tp=22, ts=22, x0=308940091
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=848937465
P0, tp=22, ts=22, x0=727958796
P2, tp=22, ts=22, x0=894140986
P0, tp=22, ts=22, x0=162970005
P1, tp=22, ts=22, x0=827625088
P2, tp=22, ts=22, x0=112764350
P1, tp=22, ts=22, x0=89646156
P2, tp=22, ts=22, x0=157168556
P0, tp=22, ts=22, x0=793021641
P0, tp=22, ts=22, x0=652255715
P1, tp=22, ts=22, x0=609865156
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=912236717
P0, tp=22, ts=22, x0=520101733
P1, tp=22, ts=22, x0=196324017
P0, tp=22, ts=22, x0=755033784
P1, tp=22, ts=22, x0=682368565
P0, tp=22, ts=22, x0=827625088
P1, tp=22, ts=22, x0=143074998
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=735668057
P1, tp=22, ts=22, x0=263567713
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=470838247
P2, tp=22, ts=22, x0=906600570
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=308940091
P2, tp=22, ts=22, x0=855910067
P1, tp=22, ts=22, x0=629154905
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=268050227
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=756106264
P0, tp=22, ts=22, x0=54517853
P0, tp=22, ts=22, x0=866606414
P2, tp=22, ts=22, x0=934450641
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=157168556
P2, tp=22, ts=22, x0=340534782
P1, tp=22, ts=22, x0=645084791
P0, tp=22, ts=22, x0=597632925
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=934176317
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=755033784
P0, tp=22, ts=22, x0=616702413
P0, tp=22, ts=22, x0=517602022
P2, tp=22, ts=22, x0=112764350
P2, tp=22, ts=22, x0=169155901
P2, tp=22, ts=22, x0=278943107
P0, tp=22, ts=22, x0=866606414
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=401263287
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=334617098
P2, tp=22, ts=22, x0=401263287
P2, tp=22, ts=22, x0=27658496
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=796907427
P2, tp=22, ts=22, x0=474016375
P1, tp=22, ts=22, x0=1352172
P0, tp=22, ts=22, x0=642262879
P2, tp=22, ts=22, x0=89646156
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=466855386
P2, tp=22, ts=22, x0=863118081
P2, tp=22, ts=22, x0=143074998
P0, tp=22, ts=22, x0=850089323
P2, tp=22, ts=22, x0=755033784
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=459050696
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=752907118
P0, tp=22, ts=22, x0=973771646
P1, tp=22, ts=22, x0=645084791
P0, tp=22, ts=22, x0=183443088
P1, tp=22, ts=22, x0=616702413
P3, tp=22, ts=22
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=844228779
P0, tp=22, ts=22, x0=768196445
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=579219454
P2, tp=22, ts=22, x0=183443088
P1, tp=22, ts=22, x0=517602022
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=434527965
P0, tp=22, ts=22, x0=183443088
P0, tp=22, ts=22, x0=334617098
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=776889371
P2, tp=22, ts=22, x0=334617098
P1, tp=22, ts=22, x0=196324017
P2, tp=22, ts=22, x0=230489810
P2, tp=22, ts=22, x0=89646156
P1, tp=22, ts=22, x0=731481533
P0, tp=22, ts=22, x0=227903364
P1, tp=22, ts=22, x0=652255715
P2, tp=22, ts=22, x0=517602022
P0, tp=22, ts=22, x0=434527965
P2, tp=22, ts=22, x0=752907118
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=100122544
P0, tp=22, ts=22, x0=629154905
P0, tp=22, ts=22, x0=706203899
P2, tp=22, ts=22, x0=220854833
P0, tp=22, ts=22, x0=866606414
P1, tp=22, ts=22, x0=934176317
P1, tp=22, ts=22, x0=470838247
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=434527965
P0, tp=22, ts=22, x0=220854833
P2, tp=22, ts=22, x0=346761683
P3, tp=22, ts=22
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=652255715
P0, tp=22, ts=22, x0=727958796
P2, tp=22, ts=22, x0=844228779
P0, tp=22, ts=22, x0=882805548
P2, tp=22, ts=22, x0=818761493
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=220854833
P0, tp=22, ts=22, x0=458149667
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=112764350
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=179392652
P0, tp=22, ts=22, x0=230489810
P0, tp=22, ts=22, x0=579219454
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=183443088
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=731481533
P1, tp=22, ts=22, x0=227903364
P1, tp=22, ts=22, x0=805442541
P0, tp=22, ts=22, x0=346761683
P1, tp=22, ts=22, x0=844228779
P3, tp=22, ts=22
P0, tp=22, ts=22, x0=564266881
P2, tp=22, ts=22, x0=818761493
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=762953113
P1, tp=22, ts=22, x0=595704073
P2, tp=22, ts=22, x0=645084791
P3, tp=22, ts=22
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=768196445
P0, tp=22, ts=22, x0=906600570
P3, tp=22, ts=22
P1, tp=22, ts=22, x0=866606414
P2, tp=22, ts=22, x0=201811868
P0, tp=22, ts=22, x0=459927216
P3, tp=22, ts=22
P2, tp=22, ts=22, x0=334617098
P2, tp=22, ts=22, x0=308940091
P1, tp=22, ts=22, x0=459927216
P1, tp=22, ts=22, x0=460721604
>WATERMARK 22<
P1, tp=23, ts=23, x0=727958796
P1, tp=23, ts=23, x0=925508627
P1, tp=23, ts=23, x0=796907427
P0, tp=23, ts=23, x0=848937465
P1, tp=23, ts=23, x0=217982380
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=727958796
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=776889371
P0, tp=23, ts=23, x0=629154905
P3, tp=23, ts=23
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=27658496
P0, tp=23, ts=23, x0=143074998
P2, tp=23, ts=23, x0=793021641
P2, tp=23, ts=23, x0=29682757
P1, tp=23, ts=23, x0=755033784
P2, tp=23, ts=23, x0=796907427
P2, tp=23, ts=23, x0=268050227
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=768196445
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=820120038
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=459050696
P1, tp=23, ts=23, x0=227903364
P2, tp=23, ts=23, x0=768196445
P3, tp=23, ts=23
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=308940091
P0, tp=23, ts=23, x0=609865156
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=143074998
P0, tp=23, ts=23, x0=434527965
P1, tp=23, ts=23, x0=974832256
P1, tp=23, ts=23, x0=776889371
P2, tp=23, ts=23, x0=230489810
P3, tp=23, ts=23
P3, tp=23, ts=23
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=263295041
P1, tp=23, ts=23, x0=255512503
P0, tp=23, ts=23, x0=735668057
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=8811393
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=930669720
P1, tp=23, ts=23, x0=835890132
P1, tp=23, ts=23, x0=973771646
P2, tp=23, ts=23, x0=459050696
P1, tp=23, ts=23, x0=179392652
P0, tp=23, ts=23, x0=458149667
P2, tp=23, ts=23, x0=459927216
P3, tp=23, ts=23
P3, tp=23, ts=23
P3, tp=23, ts=23
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=642262879
P3, tp=23, ts=23
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=183443088
P0, tp=23, ts=23, x0=255512503
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=459927216
P0, tp=23, ts=23, x0=217982380
P1, tp=23, ts=23, x0=848937465
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=460721604
P1, tp=23, ts=23, x0=201811868
P1, tp=23, ts=23, x0=835890132
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=848937465
P3, tp=23, ts=23
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=682368565
P0, tp=23, ts=23, x0=460721604
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=217982380
P1, tp=23, ts=23, x0=969710850
P2, tp=23, ts=23, x0=354214678
P2, tp=23, ts=23, x0=793021641
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=818761493
P0, tp=23, ts=23, x0=863118081
P0, tp=23, ts=23, x0=233401833
P3, tp=23, ts=23
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=894140986
P0, tp=23, ts=23, x0=348395060
P2, tp=23, ts=23, x0=504439106
P3, tp=23, ts=23
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=8811393
P2, tp=23, ts=23, x0=796907427
P0, tp=23, ts=23, x0=89646156
P1, tp=23, ts=23, x0=974832256
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=762953113
P1, tp=23, ts=23, x0=755033784
P2, tp=23, ts=23, x0=793021641
P2, tp=23, ts=23, x0=504439106
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=504439106
P1, tp=23, ts=23, x0=460721604
P2, tp=23, ts=23, x0=597632925
P2, tp=23, ts=23, x0=597632925
P0, tp=23, ts=23, x0=459050696
P2, tp=23, ts=23, x0=89646156
P1, tp=23, ts=23, x0=473316396
P2, tp=23, ts=23, x0=974832256
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=268538251
P3, tp=23, ts=23
P3, tp=23, ts=23
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=844228779
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=930669720
P0, tp=23, ts=23, x0=652255715
P0, tp=23, ts=23, x0=89646156
P1, tp=23, ts=23, x0=863118081
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=405622506
P2, tp=23, ts=23, x0=179392652
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=947148465
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=201811868
P0, tp=23, ts=23, x0=434527965
P2, tp=23, ts=23, x0=827625088
P0, tp=23, ts=23, x0=564266881
P1, tp=23, ts=23, x0=762953113
P2, tp=23, ts=23, x0=844228779
P2, tp=23, ts=23, x0=929938965
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=255512503
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=121760317
P0, tp=23, ts=23, x0=552560175
P3, tp=23, ts=23
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=906600570
P3, tp=23, ts=23
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=835890132
P1, tp=23, ts=23, x0=405622506
P1, tp=23, ts=23, x0=196324017
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=631568718
P0, tp=23, ts=23, x0=752907118
P1, tp=23, ts=23, x0=391577994
P3, tp=23, ts=23
P3, tp=23, ts=23
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=840613181
P1, tp=23, ts=23, x0=365397046
P1, tp=23, ts=23, x0=929938965
P2, tp=23, ts=23, x0=629159188
P2, tp=23, ts=23, x0=348395060
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=840613181
P1, tp=23, ts=23, x0=227903364
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=327979944
P1, tp=23, ts=23, x0=564266881
P1, tp=23, ts=23, x0=278943107
P1, tp=23, ts=23, x0=121760317
P0, tp=23, ts=23, x0=230489810
P3, tp=23, ts=23
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=255512503
P0, tp=23, ts=23, x0=460721604
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=735668057
P1, tp=23, ts=23, x0=466855386
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=735668057
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=217982380
P2, tp=23, ts=23, x0=735668057
P0, tp=23, ts=23, x0=756946741
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=434527965
P2, tp=23, ts=23, x0=929938965
P2, tp=23, ts=23, x0=434527965
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=645084791
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=89646156
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=263567713
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=882805548
P1, tp=23, ts=23, x0=793021641
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=629154905
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=201811868
P1, tp=23, ts=23, x0=552560175
P1, tp=23, ts=23, x0=934176317
P1, tp=23, ts=23, x0=912236717
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=340534782
P0, tp=23, ts=23, x0=327979944
P0, tp=23, ts=23, x0=929938965
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=100122544
P2, tp=23, ts=23, x0=143074998
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=934450641
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=300194885
P2, tp=23, ts=23, x0=992121842
P1, tp=23, ts=23, x0=203816467
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=391577994
P0, tp=23, ts=23, x0=284825255
P2, tp=23, ts=23, x0=278943107
P3, tp=23, ts=23
P3, tp=23, ts=23
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=434527965
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=179392652
P2, tp=23, ts=23, x0=848937465
P0, tp=23, ts=23, x0=201811868
P1, tp=23, ts=23, x0=609865156
P0, tp=23, ts=23, x0=752907118
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=233401833
P3, tp=23, ts=23
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=866606414
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=458149667
P2, tp=23, ts=23, x0=629159188
P0, tp=23, ts=23, x0=520101733
P2, tp=23, ts=23, x0=434527965
P0, tp=23, ts=23, x0=89646156
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=755033784
P1, tp=23, ts=23, x0=974832256
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=262508272
P2, tp=23, ts=23, x0=950557409
P2, tp=23, ts=23, x0=405622506
P2, tp=23, ts=23, x0=348395060
P1, tp=23, ts=23, x0=731440370
P2, tp=23, ts=23, x0=196324017
P1, tp=23, ts=23, x0=278943107
P0, tp=23, ts=23, x0=473316396
P3, tp=23, ts=23
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=321370959
P3, tp=23, ts=23
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=906600570
P1, tp=23, ts=23, x0=1352172
P2, tp=23, ts=23, x0=805442541
P2, tp=23, ts=23, x0=844228779
P3, tp=23, ts=23
P3, tp=23, ts=23
P3, tp=23, ts=23
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=992121842
P0, tp=23, ts=23, x0=263295041
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=947148465
P1, tp=23, ts=23, x0=394017428
P0, tp=23, ts=23, x0=348395060
P3, tp=23, ts=23
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=947148465
P0, tp=23, ts=23, x0=308940091
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=925508627
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=947148465
P0, tp=23, ts=23, x0=201811868
P2, tp=23, ts=23, x0=925508627
P3, tp=23, ts=23
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=906600570
P1, tp=23, ts=23, x0=793021641
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=466855386
P0, tp=23, ts=23, x0=89646156
P1, tp=23, ts=23, x0=263567713
P2, tp=23, ts=23, x0=1352172
P2, tp=23, ts=23, x0=609865156
P0, tp=23, ts=23, x0=434527965
P2, tp=23, ts=23, x0=385838201
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=227903364
P1, tp=23, ts=23, x0=327979944
P0, tp=23, ts=23, x0=121760317
P0, tp=23, ts=23, x0=202158972
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=470838247
P1, tp=23, ts=23, x0=233401833
P1, tp=23, ts=23, x0=762953113
P2, tp=23, ts=23, x0=929938965
P2, tp=23, ts=23, x0=391577994
P1, tp=23, ts=23, x0=220854833
P1, tp=23, ts=23, x0=835890132
P1, tp=23, ts=23, x0=262508272
P0, tp=23, ts=23, x0=805442541
P2, tp=23, ts=23, x0=793021641
P2, tp=23, ts=23, x0=829055351
P0, tp=23, ts=23, x0=796907427
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=459050696
P1, tp=23, ts=23, x0=1352172
P1, tp=23, ts=23, x0=776889371
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=973898059
P0, tp=23, ts=23, x0=934450641
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=793021641
P2, tp=23, ts=23, x0=947148465
P0, tp=23, ts=23, x0=977413822
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=731481533
P2, tp=23, ts=23, x0=762953113
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=29682757
P0, tp=23, ts=23, x0=840613181
P0, tp=23, ts=23, x0=405622506
P0, tp=23, ts=23, x0=901233807
P1, tp=23, ts=23, x0=240250680
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=882805548
P3, tp=23, ts=23
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=240250680
P3, tp=23, ts=23
P3, tp=23, ts=23
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=233401833
P1, tp=23, ts=23, x0=143074998
P2, tp=23, ts=23, x0=652255715
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=321370959
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=974832256
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=409578977
P1, tp=23, ts=23, x0=321370959
P1, tp=23, ts=23, x0=973771646
P1, tp=23, ts=23, x0=504439106
P2, tp=23, ts=23, x0=474016375
P0, tp=23, ts=23, x0=905088176
P1, tp=23, ts=23, x0=793021641
P0, tp=23, ts=23, x0=179392652
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=793021641
P1, tp=23, ts=23, x0=882805548
P1, tp=23, ts=23, x0=670689012
P2, tp=23, ts=23, x0=308940091
P0, tp=23, ts=23, x0=263567713
P1, tp=23, ts=23, x0=240250680
P2, tp=23, ts=23, x0=337479393
P0, tp=23, ts=23, x0=278943107
P1, tp=23, ts=23, x0=196324017
P1, tp=23, ts=23, x0=100122544
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=263295041
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=569077646
P1, tp=23, ts=23, x0=859153562
P1, tp=23, ts=23, x0=504439106
P3, tp=23, ts=23
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=459050696
P1, tp=23, ts=23, x0=321370959
P2, tp=23, ts=23, x0=752907118
P2, tp=23, ts=23, x0=334617098
P2, tp=23, ts=23, x0=143074998
P0, tp=23, ts=23, x0=179392652
P0, tp=23, ts=23, x0=8811393
P1, tp=23, ts=23, x0=670689012
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=278943107
P1, tp=23, ts=23, x0=837417067
P1, tp=23, ts=23, x0=918471663
P3, tp=23, ts=23
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=405622506
P3, tp=23, ts=23
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=8811393
P1, tp=23, ts=23, x0=866606414
P2, tp=23, ts=23, x0=631568718
P2, tp=23, ts=23, x0=184133052
P1, tp=23, ts=23, x0=992121842
P2, tp=23, ts=23, x0=434868560
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=89646156
P2, tp=23, ts=23, x0=855910067
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=520101733
P1, tp=23, ts=23, x0=645084791
P0, tp=23, ts=23, x0=323346190
P0, tp=23, ts=23, x0=974832256
P0, tp=23, ts=23, x0=611189248
P0, tp=23, ts=23, x0=217982380
P0, tp=23, ts=23, x0=950557409
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=348395060
P0, tp=23, ts=23, x0=202158972
P0, tp=23, ts=23, x0=756946741
P2, tp=23, ts=23, x0=405622506
P0, tp=23, ts=23, x0=348395060
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=271744862
P2, tp=23, ts=23, x0=950557409
P0, tp=23, ts=23, x0=409578977
P1, tp=23, ts=23, x0=670689012
P2, tp=23, ts=23, x0=546220306
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=805442541
P1, tp=23, ts=23, x0=240250680
P0, tp=23, ts=23, x0=220854833
P2, tp=23, ts=23, x0=901233807
P1, tp=23, ts=23, x0=768196445
P1, tp=23, ts=23, x0=512113883
P0, tp=23, ts=23, x0=631568718
P0, tp=23, ts=23, x0=220854833
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=202158972
P2, tp=23, ts=23, x0=768196445
P0, tp=23, ts=23, x0=866606414
P0, tp=23, ts=23, x0=112764350
P0, tp=23, ts=23, x0=262508272
P1, tp=23, ts=23, x0=405622506
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=222341900
P3, tp=23, ts=23
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=409578977
P2, tp=23, ts=23, x0=434868560
P1, tp=23, ts=23, x0=882805548
P2, tp=23, ts=23, x0=977413822
P1, tp=23, ts=23, x0=755033784
P1, tp=23, ts=23, x0=88046644
P2, tp=23, ts=23, x0=89646156
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=768196445
P1, tp=23, ts=23, x0=866606414
P1, tp=23, ts=23, x0=217982380
P1, tp=23, ts=23, x0=196324017
P0, tp=23, ts=23, x0=179392652
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=196324017
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=925508627
P2, tp=23, ts=23, x0=731440370
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=17755095
P3, tp=23, ts=23
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=884589576
P2, tp=23, ts=23, x0=202158972
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=143074998
P0, tp=23, ts=23, x0=973898059
P0, tp=23, ts=23, x0=89646156
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=434868560
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=434527965
P1, tp=23, ts=23, x0=756967125
P0, tp=23, ts=23, x0=645084791
P2, tp=23, ts=23, x0=157168556
P1, tp=23, ts=23, x0=950557409
P0, tp=23, ts=23, x0=405622506
P0, tp=23, ts=23, x0=844228779
P2, tp=23, ts=23, x0=905088176
P2, tp=23, ts=23, x0=781757320
P0, tp=23, ts=23, x0=855910067
P0, tp=23, ts=23, x0=579219454
P2, tp=23, ts=23, x0=268538251
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=460721604
P1, tp=23, ts=23, x0=29682757
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=827625088
P2, tp=23, ts=23, x0=973771646
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=706203899
P3, tp=23, ts=23
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=89646156
P0, tp=23, ts=23, x0=752907118
P1, tp=23, ts=23, x0=884589576
P0, tp=23, ts=23, x0=731440370
P1, tp=23, ts=23, x0=652255715
P0, tp=23, ts=23, x0=768196445
P0, tp=23, ts=23, x0=906600570
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=334617098
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=837417067
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=240250680
P0, tp=23, ts=23, x0=337479393
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=210257358
P3, tp=23, ts=23
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=321370959
P1, tp=23, ts=23, x0=755033784
P2, tp=23, ts=23, x0=829055351
P0, tp=23, ts=23, x0=755033784
P1, tp=23, ts=23, x0=840613181
P0, tp=23, ts=23, x0=756106264
P1, tp=23, ts=23, x0=348395060
P0, tp=23, ts=23, x0=768196445
P1, tp=23, ts=23, x0=405622506
P2, tp=23, ts=23, x0=611189248
P1, tp=23, ts=23, x0=434868560
P1, tp=23, ts=23, x0=901233807
P1, tp=23, ts=23, x0=950557409
P2, tp=23, ts=23, x0=227903364
P0, tp=23, ts=23, x0=731440370
P0, tp=23, ts=23, x0=409578977
P2, tp=23, ts=23, x0=458149667
P1, tp=23, ts=23, x0=17755095
P0, tp=23, ts=23, x0=670689012
P1, tp=23, ts=23, x0=629159188
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=394017428
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=271744862
P2, tp=23, ts=23, x0=89646156
P2, tp=23, ts=23, x0=65207640
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=781757320
P1, tp=23, ts=23, x0=271744862
P1, tp=23, ts=23, x0=973771646
P3, tp=23, ts=23
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=504439106
P2, tp=23, ts=23, x0=859153562
P1, tp=23, ts=23, x0=337479393
P1, tp=23, ts=23, x0=629159188
P2, tp=23, ts=23, x0=263295041
P1, tp=23, ts=23, x0=323346190
P1, tp=23, ts=23, x0=837417067
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=201811868
P2, tp=23, ts=23, x0=379957428
P0, tp=23, ts=23, x0=146446092
P1, tp=23, ts=23, x0=8811393
P2, tp=23, ts=23, x0=179392652
P1, tp=23, ts=23, x0=866606414
P1, tp=23, ts=23, x0=992121842
P1, tp=23, ts=23, x0=184133052
P1, tp=23, ts=23, x0=929938965
P0, tp=23, ts=23, x0=629159188
P0, tp=23, ts=23, x0=829055351
P1, tp=23, ts=23, x0=629154905
P2, tp=23, ts=23, x0=731440370
P1, tp=23, ts=23, x0=762953113
P2, tp=23, ts=23, x0=233401833
P2, tp=23, ts=23, x0=394017428
P1, tp=23, ts=23, x0=405622506
P2, tp=23, ts=23, x0=217982380
P2, tp=23, ts=23, x0=973771646
P0, tp=23, ts=23, x0=88046644
P1, tp=23, ts=23, x0=992121842
P1, tp=23, ts=23, x0=434527965
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=670689012
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=629159188
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=901233807
P0, tp=23, ts=23, x0=973898059
P1, tp=23, ts=23, x0=474016375
P2, tp=23, ts=23, x0=969710850
P1, tp=23, ts=23, x0=268538251
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=240250680
P1, tp=23, ts=23, x0=840613181
P3, tp=23, ts=23
P0, tp=23, ts=23, x0=184133052
P3, tp=23, ts=23
P1, tp=23, ts=23, x0=460721604
P1, tp=23, ts=23, x0=827625088
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=434868560
P1, tp=23, ts=23, x0=884589576
P3, tp=23, ts=23
P2, tp=23, ts=23, x0=925508627
P2, tp=23, ts=23, x0=781757320
P2, tp=23, ts=23, x0=552560175
P0, tp=23, ts=23, x0=564266881
